garbage,sewage,complaints,population,risk_level,hospital_access,vaccination_rate
29,84,34,6062,medium,0,0.3416291919407911
50,1,30,9839,medium,0,0.7607642330035377
96,31,35,9080,medium,0,0.589426390813947
84,91,76,6775,medium,0,0.6609053427406397
64,54,32,5558,medium,0,0.3945405238168401
53,81,62,6289,medium,0,0.26399995988306435
94,82,62,2609,medium,1,0.4239129248501018
76,96,4,8982,medium,1,0.646747419094226
22,60,97,2934,medium,0,0.9366311954581851
30,27,69,6430,medium,1,0.8310551113014756
69,92,41,6660,medium,0,0.2569857913668613
37,28,65,2179,medium,1,0.4748506152084935
60,46,65,5878,medium,1,0.17206174451402412
9,57,12,8862,medium,1,0.5192838910117793
12,70,79,1573,medium,1,0.08834173918800192
17,79,93,1372,medium,0,0.7740390650709665
13,30,51,7744,medium,1,0.926650011765589
19,9,81,5759,medium,0,0.8991651086567697
16,94,0,7991,medium,0,0.21160501118706876
19,38,71,2701,medium,1,0.22436478673046734
26,17,50,8058,medium,0,0.168267028768731
80,36,48,8635,medium,0,0.3765569758258662
88,9,38,6691,medium,0,0.9412291063046381
13,48,0,8380,medium,0,0.3953912270321822
14,57,71,2478,medium,0,0.6549105355682435
96,48,53,1095,medium,1,0.2270445020586257
49,68,9,1947,medium,1,0.8956776150191651
84,71,28,6633,medium,1,0.644396319200105
75,97,18,8623,medium,0,0.3096412070783232
78,63,78,8045,medium,0,0.11386911907266495
16,28,86,3939,medium,1,0.7305165557665434
64,83,26,5747,medium,1,0.32420275425602474
9,18,86,9691,medium,1,0.4767757848625376
25,70,89,6526,medium,0,0.6991327380894193
55,96,24,4239,medium,1,0.8089018993591599
2,64,67,6914,medium,1,0.877708056593545
43,15,12,4897,medium,1,0.765744455709047
42,3,29,2949,medium,0,0.2223743614490561
42,3,29,2949,medium,1,0.1362431244496618
1,7,74,6435,medium,1,0.8245740750013664
34,51,36,2973,medium,0,0.04793914889974671
71,64,5,2477,medium,1,0.39002559178649276
84,62,21,3347,medium,1,0.23630496825871072
15,12,58,9774,medium,0,0.4367223321663787
21,57,38,7679,medium,0,0.3188630720848087
51,85,99,2183,medium,1,0.24736621132319314
76,18,32,4464,medium,0,0.46622687083908876
23,51,27,3419,medium,0,0.097860825435652
43,84,86,7852,medium,0,0.771590048099249
54,55,71,8740,medium,1,0.18757494603539582
92,23,6,3274,medium,0,0.09325215868143111
41,75,79,8035,medium,0,0.17283922415345998
90,73,92,5335,medium,0,0.7122080648448699
19,88,31,7805,medium,0,0.49507322279249066
81,37,86,5276,medium,0,0.7727620726817993
96,69,22,5431,medium,1,0.06591665623196752
34,76,71,3911,medium,1,0.3442100010006244
45,22,4,6837,medium,0,0.34491059534389223
74,71,96,2914,medium,1,0.957064258894476
53,33,9,3460,medium,1,0.5382613242859643
97,86,15,7386,medium,1,0.021255479938410482
60,3,12,8614,medium,1,0.26928667942543116
76,47,94,1110,medium,0,0.9738353439155223
8,85,34,2786,medium,0,0.32521220559276975
51,61,17,9867,medium,0,0.006855576754066672
60,9,41,1908,medium,1,0.5601029134124621
14,56,61,6347,medium,1,0.6060928441930561
52,32,40,2265,medium,0,0.6261790397699184
12,29,22,5825,medium,1,0.016847009812336
51,16,61,9676,medium,1,0.8193462027081296
76,96,4,8982,medium,0,0.3428005806773996
25,70,89,6526,medium,1,0.5800731857707697
79,82,17,2161,medium,0,0.4433720257100249
47,18,11,7908,medium,0,0.6799590887690595
32,7,2,2894,medium,1,0.7417647642599521
53,81,62,6289,medium,0,0.7917124820144738
19,95,25,8044,medium,1,0.49483629656625727
96,69,60,2193,medium,0,0.8260248652271646
79,54,80,6696,medium,1,0.764315644347126
32,53,17,5791,medium,0,0.035754957133845244
90,50,99,5952,medium,0,0.1496594277528558
66,75,95,7680,medium,0,0.037262524162653854
53,15,59,3815,medium,1,0.02262014157380554
84,62,21,3347,medium,0,0.9110567845698482
79,54,80,6696,medium,0,0.8179565701491914
70,31,53,4869,medium,1,0.5935103788709464
28,53,26,7437,medium,1,0.6282047873165185
1,24,46,6790,medium,0,0.29792555534413845
81,18,88,5727,medium,0,0.5738075035032643
34,88,46,6896,medium,1,0.7914618042713857
9,18,86,9691,medium,1,0.5898355174801189
16,14,79,6828,medium,0,0.16249635703484056
26,17,50,8058,medium,0,0.8325851632575579
45,22,4,6837,medium,0,0.6514357177035542
83,7,60,7170,medium,1,0.8520647757064191
1,7,74,6435,medium,0,0.3341102214414393
48,58,94,8644,medium,1,0.21527336117513796
96,60,50,1258,medium,0,0.5286307837294794
99,32,64,9378,medium,1,0.8599457391753565
78,83,9,3956,medium,0,0.8223942407679075
30,64,11,5570,medium,1,0.6863348838930775
1,7,74,6435,medium,1,0.30882712257573164
43,15,12,4897,medium,1,0.6299785574074627
79,54,80,6696,medium,1,0.5355568028939133
78,83,9,3956,medium,0,0.15766327235899935
23,35,5,2245,medium,0,0.28862694633152
78,66,89,8953,medium,1,0.3378652604951131
12,29,22,5825,medium,1,0.17146265401202365
74,27,24,5129,medium,0,0.472063110137824
48,90,92,2903,medium,0,0.8144030323428849
79,82,17,2161,medium,1,0.40222903237306196
50,56,23,1185,medium,1,0.9130828476922341
55,70,2,8910,medium,0,0.33570858911875645
29,84,34,6062,medium,1,0.11654546033332891
96,60,50,1258,medium,1,0.14840048977799136
53,26,79,7351,medium,0,0.584935532665485
23,51,27,3419,medium,1,0.7316070099081411
23,51,27,3419,medium,0,0.11143508579294936
74,27,24,5129,medium,0,0.13087847847641298
75,8,66,2414,medium,0,0.725249472906003
83,7,60,7170,medium,0,0.8020861261628435
48,58,94,8644,medium,1,0.8499584875936511
67,94,32,2555,medium,1,0.15916377978731377
25,70,89,6526,medium,0,0.6358152849404536
32,79,62,5840,medium,1,0.43871390947864486
50,56,23,1185,medium,0,0.4355877923853949
1,7,74,6435,medium,1,0.32124583238860094
70,3,71,5967,medium,1,0.4172174573883265
51,85,99,2183,medium,0,0.33895012152126525
54,26,98,1319,medium,1,0.319925862892
0,2,63,9711,medium,0,0.3871471056978195
29,84,34,6062,medium,1,0.8790155162134224
74,42,79,4810,medium,0,0.9196476826406749
31,72,37,4879,medium,1,0.8326833488551031
96,31,35,9080,medium,0,0.778154395425589
42,3,29,2949,medium,1,0.6366807427028428
24,95,84,4766,medium,0,0.8720827993567241
45,22,4,6837,medium,1,0.8386412866540753
96,31,35,9080,medium,0,0.8177939888549017
79,82,17,2161,medium,0,0.20728653653648044
17,12,76,8410,medium,1,0.25189224851097214
56,93,99,3770,medium,0,0.1441798583836016
1,24,46,6790,medium,0,0.51276115368024
75,58,59,3093,medium,0,0.43315014981908884
4,32,14,4621,high,0,0.9599674569032571
41,32,29,4164,high,0,0.09952174336404207
96,93,88,5997,high,1,0.40294293243096924
72,93,88,9283,high,1,0.7018988095220579
16,80,82,9640,high,1,0.08997105919360993
48,9,8,1023,high,1,0.09781423636785991
27,2,2,1574,high,0,0.8347673617823261
20,64,92,6423,high,1,0.9236632274044154
64,2,78,3356,high,1,0.131901721429866
89,68,4,4033,high,0,0.7734420784118944
46,27,50,9422,high,0,0.2958929064724978
80,8,43,1756,high,0,0.025600235065224686
34,45,39,7859,high,0,0.5717249620959504
80,51,72,6592,high,1,0.7904520572763429
10,57,54,1120,high,0,0.45933039092172034
37,49,69,5062,high,1,0.9102715604840856
10,59,65,4853,high,1,0.9271828218886163
40,80,19,9759,high,1,0.9495884733210499
89,68,4,4033,high,1,0.06738106130340649
83,0,86,6249,high,1,0.6811276205281639
61,22,40,8248,high,0,0.5801137544462504
10,11,75,1056,high,1,0.9556728759374872
30,59,44,1869,high,0,0.3580886043679026
82,53,0,6497,high,0,0.3779847941243366
72,62,17,8494,high,1,0.011628010582422688
38,62,18,4093,high,1,0.018287993666693425
34,45,39,7859,high,0,0.08661227817476203
78,82,93,6063,high,0,0.3965941162884471
74,85,60,7200,high,0,0.4764446208120614
22,1,66,6315,high,1,0.6622331681120636
47,68,61,1292,high,0,0.4572990970998734
86,55,44,3456,high,1,0.7813866555633937
46,77,80,4676,high,1,0.8424348520027738
3,13,41,4996,high,0,0.2636552366755014
7,64,49,3260,high,1,0.7793424594720664
16,92,68,8579,high,0,0.5246354862672307
16,80,82,9640,high,0,0.045281470140310254
53,98,13,3511,high,1,0.8018018639564896
12,29,75,1703,high,1,0.4481833829353059
14,63,67,8694,high,1,0.43750297606341326
56,41,86,4259,high,0,0.20402801610481258
76,82,21,8822,high,1,0.7635587687311466
20,87,14,3283,high,1,0.15159562932986292
40,80,19,9759,high,1,0.7519294379043777
24,58,45,7875,high,0,0.9796428533690343
47,68,61,1292,high,1,0.523687555186617
36,15,54,3282,high,0,0.8919603643312245
65,72,12,5329,high,1,0.3442921569595353
83,0,86,6249,high,0,0.3276510639223065
38,58,16,2203,high,0,0.8401793612255531
70,66,87,1883,high,0,0.6811323148144547
36,98,90,8856,high,0,0.9007619380920717
23,43,49,9498,high,0,0.3046817369424366
52,93,64,8073,high,1,0.007641890486192904
49,14,55,8436,high,0,0.8166859514778115
63,3,17,2058,high,1,0.15971326188550128
68,43,81,6935,high,1,0.6624952566653309
99,85,50,9998,high,0,0.34791725520198113
10,11,75,1056,high,1,0.9027463972671235
79,94,81,4939,high,1,0.43540058182630903
73,20,96,1890,high,0,0.0048161193819241666
94,65,97,7461,high,1,0.2741563762457463
54,45,21,7485,high,0,0.540524330340895
1,14,93,6664,high,0,0.20090884697018485
37,76,89,1730,high,0,0.618420230684086
12,14,4,7454,high,0,0.7808698921622714
10,39,3,5549,high,0,0.6023107425309923
66,22,15,1255,high,1,0.5685796859366204
56,2,12,7127,high,1,0.7555479813740162
69,97,34,4932,high,1,0.8558059268916829
22,91,32,7683,high,1,0.9560736117267268
10,39,3,5549,high,1,0.03384078089159526
40,79,31,1479,high,0,0.35734666557304295
36,74,92,2801,high,0,0.2900052343568975
25,75,76,1814,high,0,0.4899687293858186
35,46,33,3072,high,0,0.2410969003494724
27,89,81,8128,high,1,0.11150870317976791
88,24,15,4206,high,0,0.6951287393054365
2,62,18,2291,high,1,0.8339644125014358
17,20,87,9895,high,0,0.8282557706929594
28,94,16,7050,high,1,0.25761712002550385
86,84,94,1569,high,0,0.9921616315181794
93,84,96,7639,high,0,0.9589080389546458
66,46,39,1011,high,1,0.1429870601979839
22,1,66,6315,high,1,0.6531093473236155
41,85,51,3502,high,1,0.04490606661078478
68,15,64,1595,high,0,0.07269898582426293
72,13,41,4487,high,0,0.8389262677036874
56,21,75,1784,high,0,0.2776614364081411
61,87,53,5183,high,0,0.012836546058791587
11,11,65,5274,high,0,0.5937862298906377
29,45,68,1625,high,0,0.9041165599015751
20,87,14,3283,high,0,0.5205222273409332
65,95,61,7159,high,0,0.20486073512745784
31,10,21,4216,high,1,0.03927120418182739
43,77,51,8570,high,0,0.666236136890798
48,60,65,9269,high,0,0.4904610064511076
11,64,28,1039,high,0,0.6862260192815103
71,32,60,6546,high,0,0.9074908732093958
86,87,1,1543,high,0,0.578328050234797
52,21,2,7194,high,0,0.2595683582248952
16,76,65,1789,high,1,0.6039654894828645
74,85,60,7200,high,0,0.5690323823720765
95,72,76,9471,high,0,0.7935844082437823
15,33,31,9484,high,1,0.9660043967646863
30,78,92,3337,high,0,0.9324969849398898
5,43,54,7109,high,0,0.8427031705005947
84,60,81,3063,high,0,0.19130788884688743
78,81,55,3980,high,1,0.18038160691093696
63,62,42,9357,high,1,0.42261379128799603
18,74,72,7976,high,0,0.2573893075335455
81,20,87,5543,high,1,0.15066690752343959
4,75,66,1246,high,0,0.25954259039331284
25,75,76,1814,high,0,0.7748243604890348
17,20,87,9895,high,0,0.6917581783790308
9,32,5,1713,high,1,0.09966743775580289
7,64,49,3260,high,0,0.9195868426592749
28,5,44,4598,high,0,0.7905761212213688
48,9,8,1023,high,0,0.916279863772198
74,85,60,7200,high,0,0.8176305683281708
81,68,11,8039,high,0,0.6574565895134603
59,15,92,9567,high,1,0.6430419623599267
59,49,9,9744,high,1,0.925637518667112
65,42,40,6606,high,1,0.2660569688600555
5,48,91,8232,high,1,0.8728023990915038
81,20,87,5543,high,0,0.8965967294828776
84,92,66,9650,high,1,0.05049065817513776
10,39,3,5549,high,0,0.4596816312836919
96,93,88,5997,high,1,0.7035495028897518
95,72,76,9471,high,1,0.11198000062498825
39,52,25,6600,high,0,0.620503249754288
23,2,66,4118,high,0,0.05724882246403229
12,89,16,2626,high,1,0.3867029922353865
19,15,34,7635,high,1,0.22922589036418728
6,24,37,6759,high,0,0.5434764682558124
62,89,65,5341,high,1,0.45556186148151967
76,82,21,8822,high,1,0.568102955152968
73,13,59,2499,high,1,0.4760113672944044
3,14,24,3693,high,0,0.3761429272529486
73,20,96,1890,high,0,0.07338012698601848
7,55,17,5155,high,1,0.953335397299504
80,51,72,6592,high,1,0.23247908036018305
76,56,45,9775,high,1,0.37077991370560404
10,58,5,1979,high,1,0.8397857626757044
56,2,12,7127,high,0,0.11134289404821085
68,13,35,2348,high,0,0.19455030302440834
3,14,24,3693,high,1,0.8818224573618982
42,6,74,1076,high,1,0.6655815276907479
89,70,31,1949,high,1,0.0985674345143076
27,78,3,7486,high,1,0.709517137931046
20,57,86,7101,high,0,0.8634173064223305
99,85,36,5310,high,0,0.30176858626377634
40,79,31,1479,high,1,0.2584676592390742
22,1,66,6315,high,0,0.8658705673216013
81,20,87,5543,high,0,0.561180887883675
99,85,50,9998,high,0,0.8165705171296578
79,88,42,3649,high,0,0.41838015171495746
69,72,60,3292,high,0,0.9393818070956823
99,85,50,9998,high,1,0.008327315569662819
11,64,28,1039,high,0,0.8469679814125398
92,8,69,7993,high,0,0.8116901373869662
70,73,3,7855,high,1,0.6223703963519382
96,75,18,7900,high,1,0.8253997079300931
38,84,97,3962,high,0,0.57581401476335
11,9,89,6134,high,0,0.12671551567967987
1,12,24,8963,high,1,0.6980366921155148
59,15,92,9567,high,0,0.2256243121714001
70,83,96,9737,high,0,0.5837168900103108
84,30,96,1562,high,1,0.8821843070702201
36,49,40,7163,high,0,0.980950011087867
40,79,31,1479,high,0,0.8032181840389687
40,79,31,1479,high,0,0.6868486716805321
94,68,88,8546,high,1,0.42736107592582306
76,16,86,7413,high,0,0.3383187371935966
63,3,17,2058,high,1,0.9500940546400327
3,13,41,4996,high,1,0.08314713569069143
73,94,50,4653,high,1,0.0903096069049446
10,11,75,1056,high,1,0.23864132382230352
28,5,44,4598,high,1,0.928085716901997
49,14,55,8436,high,0,0.6242171005127591
70,73,3,7855,high,0,0.7369990759689493
43,77,51,8570,high,1,0.8583808370505128
84,30,96,1562,high,1,0.10733198904975294
30,56,17,6396,high,1,0.9748745034415462
71,34,9,8076,high,0,0.05742388521947106
27,78,3,7486,high,0,0.10126214373409281
66,22,15,1255,high,0,0.6372317272450608
53,43,39,1114,high,1,0.8127447050839646
71,32,60,6546,high,0,0.9970682827317021
47,13,89,2389,high,1,0.24450305965546948
64,2,78,3356,high,1,0.5852072516639172
77,44,27,5656,high,1,0.8106305212627966
76,60,32,9243,high,1,0.4429245146666607
92,8,69,7993,high,0,0.29659840968658857
16,92,68,8579,high,1,0.6540253467494
23,2,66,4118,high,0,0.16904526120225394
42,19,54,4845,high,0,0.008837807146637955
5,49,76,2618,high,0,0.9668677385791089
89,94,18,3311,high,1,0.9382734805883289
55,61,60,4718,high,1,0.9378425658959053
68,13,35,2348,high,0,0.41356395582201533
58,23,45,8993,high,1,0.27338484586141
24,82,97,2283,high,0,0.04920033046443206
65,42,40,6606,high,1,0.7637446987630756
65,42,40,6606,high,1,0.32651080952236244
2,62,18,2291,high,0,0.3974382334236545
18,52,88,2471,high,1,0.5064158629864742
34,68,58,4066,high,1,0.8547290253924723
81,37,37,8980,high,0,0.5199694601627141
7,42,3,3845,high,1,0.05203733117959075
21,73,90,6622,high,1,0.39670847597388126
39,52,25,6600,high,0,0.5194527089810326
69,14,34,8631,high,0,0.38464964969505466
80,8,43,1756,high,1,0.7622537296916964
80,95,12,9787,high,0,0.647119896481306
70,62,94,7487,high,0,0.21681662777505073
38,62,18,4093,high,0,0.5331506645997576
8,60,23,2446,high,0,0.24544031582528425
44,60,82,5791,high,1,0.5547349990473815
54,55,68,5327,high,1,0.5815548402760301
66,27,38,7334,high,1,0.7114965006564459
69,97,34,4932,high,1,0.3642077207820348
10,57,54,1120,high,1,0.1993605518229946
16,80,82,9640,high,0,0.5006064730347234
22,91,32,7683,high,0,0.8178634488016745
78,81,55,3980,high,1,0.49494210390154636
59,49,9,9744,high,0,0.3474738346576185
45,36,1,7457,high,1,0.013877571304385383
14,63,67,8694,high,1,0.6550679873226581
35,60,63,7850,high,0,0.583247267269281
99,90,92,5786,high,1,0.26625674796809784
72,93,88,9283,high,0,0.650218891274859
7,12,85,9372,high,1,0.5293245455980669
72,62,17,8494,high,0,0.6920134237124472
83,72,85,8641,high,1,0.9767117975173594
97,75,1,6920,high,0,0.8646694559835569
73,94,50,4653,high,1,0.5569079067744552
94,65,97,7461,high,0,0.8032749453275243
56,21,75,1784,high,1,0.8946538343465806
99,35,86,3470,high,1,0.6561809119383112
83,20,3,3259,high,1,0.3410131066734654
63,62,42,9357,high,0,0.15954118417847873
68,43,81,6935,high,0,0.9733694272562212
19,15,34,7635,high,0,0.7011589370328587
81,37,37,8980,high,0,0.9559100698911079
99,35,86,3470,high,1,0.010328635825770593
20,5,46,3593,high,1,0.491114393379784
29,36,65,8887,high,1,0.7688997523152826
24,58,45,7875,high,1,0.17418465134769634
29,29,70,1234,high,1,0.6397932445869284
97,98,71,8843,high,1,0.2112909180891066
68,13,35,2348,high,0,0.6101512134139419
45,79,44,3507,high,1,0.41075212948386286
47,13,89,2389,high,1,0.4962486655401044
16,80,82,9640,high,1,0.456802987162496
51,82,90,3659,high,0,0.1804306716948989
2,62,18,2291,high,0,0.6093073891078182
46,27,50,9422,high,1,0.02545949551685056
70,39,31,5075,high,1,0.18123712986839657
62,89,65,5341,high,1,0.8096742339660258
20,65,96,2809,high,0,0.9601191224647475
76,56,45,9775,high,0,0.5880817777509837
2,62,18,2291,high,0,0.2076896441493551
24,82,97,2283,high,0,0.252700477636976
99,35,86,3470,high,0,0.8845325811996391
20,65,96,2809,high,1,0.8459084068054291
25,75,76,1814,high,1,0.39394026579625774
57,46,20,5677,high,0,0.20609224359386902
7,12,85,9372,high,0,0.23525937976619193
72,51,42,8795,high,1,0.9025002006205546
37,49,69,5062,high,1,0.230511042331087
54,45,21,7485,high,1,0.2947856736826474
40,79,31,1479,high,1,0.5046433643517045
70,39,31,5075,high,0,0.9522438805386735
37,67,82,2780,high,0,0.907152310917741
80,8,43,1756,high,1,0.17417302489854725
80,8,43,1756,high,0,0.7674201976628412
7,24,30,3422,high,1,0.5902930257471268
51,82,90,3659,high,1,0.3257747559638837
46,27,50,9422,high,1,0.16641434296990176
76,4,75,8887,high,0,0.3160172456331095
69,74,20,9473,high,1,0.3574427186250573
37,49,69,5062,high,0,0.15992956255505886
2,62,18,2291,high,0,0.4325727816336903
82,53,0,6497,high,0,0.804872186183423
39,52,25,6600,high,1,0.49531875892820276
9,87,12,9705,high,0,0.03992203293868812
1,92,78,4679,high,1,0.4030195762875337
40,79,31,1479,high,1,0.7137077599456709
79,19,60,2652,high,0,0.8047619014299321
1,14,93,6664,high,0,0.011376783337957663
76,16,86,7413,high,0,0.27934242427749656
65,42,40,6606,high,0,0.8648965408517986
16,80,82,9640,high,1,0.517339831972472
76,16,86,7413,high,1,0.757532785385908
10,59,65,4853,high,1,0.05926633181430352
96,19,69,2369,high,0,0.7595551000279723
24,58,45,7875,high,0,0.19796660588697013
89,70,31,1949,high,0,0.1252246202764723
47,99,57,7578,high,1,0.6777556421321794
36,15,54,3282,high,1,0.8136238017531339
37,49,69,5062,high,1,0.060189853023053574
63,62,42,9357,high,0,0.2513388798945584
47,36,72,1100,high,1,0.3909623462744334
57,16,2,6434,high,0,0.06295250969534605
23,49,83,8670,high,1,0.4946491149438259
79,19,60,2652,high,1,0.9584297879959036
86,84,94,1569,high,0,0.09886949713622428
71,32,60,6546,high,0,0.6598357948451373
72,13,41,4487,high,0,0.9903054592324457
74,85,60,7200,high,1,0.8869935407225253
73,94,50,4653,high,0,0.14597129847465218
70,66,87,1883,high,0,0.8579170438912226
57,64,2,3955,high,1,0.8867708712428174
36,49,40,7163,high,0,0.45336011598750237
5,49,76,2618,high,1,0.34782891962928975
29,36,65,8887,high,1,0.8826838005533083
4,91,14,9718,high,1,0.6040139367068814
46,27,50,9422,high,1,0.3685430303827364
97,42,35,1948,high,1,0.740832564004207
48,60,65,9269,high,1,0.7149342824574202
5,49,76,2618,high,0,0.14564307713610913
76,94,97,6531,high,1,0.39427549102779746
4,75,66,1246,high,1,0.013464920200396024
0,43,50,3902,high,1,0.03692612765910719
70,83,96,9737,high,0,0.5401140015920651
18,74,72,7976,high,0,0.7117313211821059
31,10,21,4216,high,1,0.9690303878272611
71,95,19,6644,high,1,0.994477472784924
57,16,2,6434,high,0,0.21763791351104023
95,71,28,3428,high,1,0.34888642089358046
